-1.054748598	0.739924821	-0.404201899	-3.771286585	-2.160614195	-0.884731678
-0.935357069	-2.221096553	-2.511657527	-1.513628426	-0.751155298	-3.395761183
0.851830642	1.028030631	-2.465587535	-4.213654779	-2.234538714	-1.723950843
-0.844875554	-0.036045583	-0.653036231	-1.182009524	-1.032715014	-0.477098383
1.784624109	-1.177704333	-2.248975884	-3.899333765	-1.615622038	0.40017277
1.799978744	-2.298166438	-2.979785804	-3.537296498	-2.123338736	-0.302299571
-2.781713428	-1.708170545	-3.300130859	-4.281257261	-1.922441763	-0.569967059
-1.058373863	-0.044566628	-2.831523655	-3.764797928	-1.839500359	-2.214533537
-0.489469687	-0.880206494	-2.710113608	-1.777628678	-2.790995157	-2.595393742
1.122803392	-1.639952238	-1.377648093	-5.843430613	-3.965112325	-0.813666992
0.487938263	-0.225959861	-1.568387052	-3.44277166	-2.647521979	-1.756645727
-0.743844768	-2.038176986	-1.080327668	-2.0403203	-2.208542287	-2.151462714
1.515172679	-1.283521129	-0.263722764	-4.165415652	-2.752285021	-0.123439795
0.419371928	0.228855172	-2.166524224	-2.625867504	-2.019950813	-1.037602888
-0.653982435	0.711121558	-2.459429545	-3.966224074	-2.305311269	-1.389893456
1.223679831	-1.432546653	-1.258907283	-2.79788836	-2.363510875	1.208075073
1.13428629	-2.853407255	-1.330107763	-2.124195351	-1.536353066	-0.313503503
-0.328236476	-0.423889274	-0.933857559	-3.479712031	-3.138139188	-1.972889718
1.181749196	-1.432970119	-1.750542714	-4.101001872	-0.645308301	-1.136046963
0.575135473	-2.10453625	-0.867551811	-3.005971079	-2.581751213	-1.884614511
0.30329926	-2.621202011	-1.636217655	-3.514460576	-0.356637008	0.028902206
-1.257093206	-2.14178154	-3.779657953	-3.84317217	-2.011225737	-0.454757886
1.327458185	-1.209940669	-2.324348239	-2.204648129	0.075211063	-1.726076182
-0.242402148	-1.160182683	-2.360709388	-2.791034996	-2.381359674	-0.999628991
-0.610918172	-0.317599178	-3.347032276	-0.793185437	-1.992483766	1.043422846
-0.930416413	-2.314086221	-2.167754616	-0.426070965	-1.14024163	-3.623593368
-0.154643951	-1.347411789	-1.777185244	-1.90565253	-3.174367094	-1.994895074
-1.866253647	-0.782124733	-1.65022765	-3.159307935	-2.351096308	-0.369555667
1.392923777	-1.134806334	-2.705659846	-3.082607783	-1.513094999	-1.84249913
-0.159821726	-1.283331374	-2.666636248	-4.065379422	-1.315830507	0.329424641
-0.78631101	-1.528597362	-3.381746858	-3.158736754	-2.510652559	-1.54648869
-0.020444349	0.009650654	-2.677072179	-3.751852068	-1.586164017	-0.035037404
-0.004579483	-2.613203583	-0.70392958	-2.759741218	-3.688207321	-1.70687803
-0.070293767	-3.092831711	-0.698794821	-4.675811461	-1.669528472	-0.193591969
0.322387151	-1.959215367	-3.113816989	-3.361672634	-0.025666877	-1.027998279
0.004693942	0.053364139	-1.308137557	-3.158337529	-0.799388525	-1.487628704
0.622262003	-1.013421034	-1.351903698	-4.240741273	-2.262394228	-1.680897048
-1.342687275	-1.303389556	-0.999754074	-3.677313637	-2.804807058	-1.327219777
0.958092518	-1.41335768	-3.519249704	-2.017630282	-2.664839427	-0.877211425
-0.828528433	-0.524307751	-1.145894175	-3.564721522	-0.544835436	-0.961703172
1.166658771	1.052093852	-2.113448171	-4.847142573	0.615788226	0.134236768
1.787616739	-1.117854004	-2.696138864	-4.57417629	-1.766654464	-0.286209198
-1.033451132	-1.281367911	-4.060823028	-1.806303425	-1.014170556	-1.290160586
0.902290115	0.061855832	-1.80646502	-3.866579979	-1.980437107	-0.756608281
0.153465352	0.155395513	-0.367410263	-3.43232285	-2.467240068	-1.187666924
-0.741354718	-0.577072882	-2.010890033	-1.865610641	-1.833698147	-0.330229152
-0.953045811	-2.50008365	-3.858882578	-3.220552801	-1.271475352	-2.250334545
-1.154907991	-1.936656705	-2.632774895	-3.024674548	-2.410903388	-2.347734676
0.745403427	-0.388761587	-0.444466326	-4.193690715	-0.92498986	-1.947867564
0.284020426	-0.955731901	-3.861628787	-1.769610741	-1.579626661	-0.65768913
-0.141225908	-1.690001473	-1.978600301	-2.961043511	-3.246230053	-0.135665397
-1.641248595	-1.001757429	-2.476985967	-3.226655403	-1.122724898	0.300238781
-0.845791846	-0.897823638	-1.75615152	-1.86021339	-0.454281222	-0.41495473
-0.643153158	0.195827178	-3.020076046	-3.71864833	-1.632220998	0.370279334
-1.358568669	-1.565999558	-1.600817462	-2.947205144	-1.508309201	-1.256915087
0.032205151	-1.416864393	-0.795989789	-3.216811497	-0.416969825	-2.342478285
0.549410629	-1.006087496	-2.546950961	-3.103364652	-1.567945616	-0.251171176
-2.173541227	0.52201245	-0.958253379	-3.010411675	-3.440306612	0.40054914
-0.046677411	-0.223921381	-1.561678002	-2.491852284	-0.334391088	-2.671951715
-0.762726732	0.08300748	-1.449380977	-3.081058619	-1.540211785	-1.923281608
-0.771621968	-2.688798911	-2.831539213	-1.589951249	-3.153749217	-1.049420841
-1.495885771	-0.588985013	-4.286239792	-2.819525199	-2.360798903	-3.149860165
-0.852419642	-3.067564157	-0.938677567	-3.336907621	0.246970213	-1.161169959
-0.20360348	-0.950327007	-0.333438731	-1.635769008	-3.317784283	-0.426922756
-1.7732937	-0.084718931	-3.559085358	-4.76804095	-1.422703858	-0.923357376
-0.877821579	-1.126583056	0.153278726	-5.105180035	-2.903462106	-1.860872589
0.228475537	-0.683345241	-3.527232566	-3.021454931	-1.968993321	-1.148899906
0.236181212	0.535726082	-2.705957343	-3.904143734	-2.491922728	-0.004752965
-0.108338783	-1.673498314	-2.037512863	-2.760850072	-2.619241172	-2.408694383
1.682575797	0.105273131	-1.886910377	-2.109488019	-1.635360638	-0.570357894
-0.815567991	-0.717486664	-2.191990766	-2.613324275	-3.204731725	-0.691858429
-0.331540968	-0.38163869	-2.567364386	-0.763885898	-1.466421384	-0.37569095
0.246567247	0.016413566	-1.958404912	-3.9488169	-1.001768584	-0.292909653
0.714197635	-2.088481931	-3.014404502	-3.270956913	-2.568433924	-0.588545461
-0.071678819	-1.151957777	-2.533953252	-5.451800156	-3.322967556	-0.008866508
-1.281209752	-2.104829259	0.093976003	-3.261921146	-1.169605383	0.415605447
-0.64973284	0.505469183	-0.901692672	-2.987975065	0.635094495	-1.032076416
-0.271882086	-1.537945773	-1.379095021	-3.40797208	-2.803682889	-1.427627588
-1.072750138	-1.70638495	-3.217791845	-3.481118548	-1.220203564	-1.930897589
0.890785267	-0.748826194	0.841001302	-4.811766672	-1.778899699	-1.762572399
0.780081373	-1.236185823	-2.106233238	-3.793861862	-1.589851926	0.983531864
0.522270175	-0.986453474	-2.763621569	-3.17939606	-1.415749029	-0.300800944
